Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,genres_list,genre_embedding,genre_dim_0,genre_dim_1,genre_dim_2,genre_dim_3,genre_dim_4,genre_dim_5,genre_dim_6,genre_dim_7,genre_dim_8,genre_dim_9,genre_dim_10,genre_dim_11,genre_dim_12,genre_dim_13,genre_dim_14,genre_dim_15,similarity_score,fit_probability,cosine_fitness_score,fitness_score_cosine
3NckqY1gm3wKXaF3nMbieq,In The Club,In The Club,"NightFunk,Ranger Trucco",2022-03-18,184633,30,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,bass house",Sink or Swim,0.857,0.792,9,-7.843,1,0.146,0.026,0.186,0.0843,0.417,129.998,4,"['tech house', 'bass house']","[ 0.80283847  1.00024182  0.38550407  2.08050627  1.03551853  0.18344735
 -0.6569925  -2.24784195  0.1046039   0.34628088 -0.78363413 -0.09289871
 -0.6031015   0.22585907 -0.59424466  0.21215576]",0.80283847,1.00024182,0.38550407,2.08050627,1.03551853,0.18344735,-0.6569925,-2.24784195,0.1046039,0.34628088,-0.78363413,-0.09289871,-0.6031015,0.22585907,-0.59424466,0.21215576,0.908390057,0.8440551,0.8049282419338639,95.58165698643846
52r4FYDc8x1DlWt6x2vuiT,BLOW (WHITE GIRL IN TOWN) [feat. Kilo Ali],BLOW (WHITE GIRL IN TOWN) [feat. Kilo Ali],"SOSA,Kilo Ali",2024-06-14,145454,64,,2025-03-07T05:00:26Z,"tech house,house,miami bass",Atlantic Records UK,0.884,0.764,3,-6.927,0,0.076,0.0482,0.00123,0.106,0.808,132.021,4,"['tech house', 'house', 'miami bass']","[ 0.80264135  0.44525292  0.23931095  2.07934018  0.7420747   0.24217082
 -0.82931733 -1.90154163 -0.14005862  0.48020657 -0.89249589 -0.05861682
 -0.38838251  0.1664399  -0.56389979 -0.02682111]",0.80264135,0.44525292,0.23931095,2.07934018,0.7420747,0.24217082,-0.82931733,-1.90154163,-0.14005862,0.48020657,-0.89249589,-0.05861682,-0.38838251,0.1664399,-0.56389979,-0.02682111,0.806531248,0.7907707,0.8041410751842936,95.53850548977582
3ntViwrdY9Gc7aKTEceTfJ,Jump Around,Jump Around,"Dillon Nathaniel,Kevin McKay",2021-11-26,148567,26,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"g-house,tech house,bass house,latin house,disco house,funky house",Glasgow Underground,0.899,0.802,4,-5.102,0,0.204,0.0911,4.23e-05,0.141,0.595,126.032,4,"['g-house', 'tech house', 'bass house', 'latin house', 'disco house', 'funky house']","[ 0.56491883  0.28130248  0.36838302  1.98829999  0.94164369  0.14881794
 -0.40983337 -2.04239355  0.07289621  0.02780542 -1.05315888 -0.12078474
 -0.66067685  0.20041447 -0.31819512  0.03260642]",0.56491883,0.28130248,0.36838302,1.98829999,0.94164369,0.14881794,-0.40983337,-2.04239355,0.07289621,0.02780542,-1.05315888,-0.12078474,-0.66067685,0.20041447,-0.31819512,0.03260642,0.845011209,0.8105708,0.8005853732189505,95.34358635532993
1bhO8HWJwHgBIxk488Oj8y,Calibrator,Calibrator,"Bellecour,SQWAD",2019-11-04,228571,17,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"bass house,g-house,bassline,tech house",Confession,0.902,0.722,11,-5.792,1,0.168,0.00855,0.165,0.0849,0.464,126.029,4,"['bass house', 'g-house', 'bassline', 'tech house']","[ 0.67048308 -0.01130533  0.31202484  1.96755528  0.89048644  0.19151298
 -0.54505634 -1.74622691 -0.18242374  0.49714467 -0.93724106  0.03443443
 -0.5368285   0.4680378  -0.4972123   0.13015503]",0.67048308,-0.01130533,0.31202484,1.96755528,0.89048644,0.19151298,-0.54505634,-1.74622691,-0.18242374,0.49714467,-0.93724106,0.03443443,-0.5368285,0.4680378,-0.4972123,0.13015503,0.788991207,0.7460982,0.7853732993779907,94.5096794938698
4Z0OyS2aO8BXWY5sXSTwQc,I Wanna - Tchami Remix,I Wanna (Tchami Remix),"Shiba San,Tchami",2022-08-25,215433,0,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:16Z,"g-house,tech house,bass house,house,future house",Basement Leak,0.833,0.783,5,-7.3,0,0.171,0.0151,0.379,0.0965,0.624,127.002,4,"['g-house', 'tech house', 'bass house', 'house', 'future house']","[ 0.20630157  0.39196231  0.16468524  1.87813799  1.24594407 -0.05204712
 -0.34499675 -1.85885973 -0.32948462  0.32165008 -0.96308304  0.58866193
 -0.32139683  0.10212489 -0.31209098 -0.2001403 ]",0.20630157,0.39196231,0.16468524,1.87813799,1.24594407,-0.05204712,-0.34499675,-1.85885973,-0.32948462,0.32165008,-0.96308304,0.58866193,-0.32139683,0.10212489,-0.31209098,-0.2001403,0.827270447,0.788282,0.7846776073060866,94.47154252462487
2ryXP4NxcAPXgE7KPoZ6x4,Losing Touch,Losing Touch,Franc Moody,2021-03-10,235263,0,rüfüs,2021-06-26T01:45:04Z,nu disco,Juicebox Recordings,0.918,0.638,5,-6.796,0,0.135,0.0461,0.6,0.1,0.751,124.017,4,['nu disco'],"[ 0.60499924  1.58142233 -0.21194832  1.87855458  1.34216142  0.22517408
 -0.54894108 -1.91466987 -0.42409837 -0.18704301 -1.33783758  0.27351096
  0.23467934  0.0845961  -0.55407441 -1.2446897 ]",0.60499924,1.58142233,-0.21194832,1.87855458,1.34216142,0.22517408,-0.54894108,-1.91466987,-0.42409837,-0.18704301,-1.33783758,0.27351096,0.23467934,0.0845961,-0.55407441,-1.2446897,0.662015454,0.6363939,0.7826084832846885,94.35811573372868
7sVfx6BQKQ6b4WmOxEwkDv,Like I Don't Exist - NightFunk Remix,Like I Don't Exist (NightFunk Remix),"Nicky Night Time,NightFunk",2021-03-26,208613,11,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"house,piano house,future house,tech house",Black Book Records,0.927,0.464,0,-7.676,1,0.244,0.00329,0.235,0.0785,0.434,129.991,4,"['house', 'piano house', 'future house', 'tech house']","[ 0.11734048  0.52585115  0.20634643  1.95116848  1.06211112 -0.25487396
 -0.4889388  -2.02207121 -0.15583637  0.19771847 -0.65417134  0.88792498
 -0.41546529 -0.38229381 -0.03792667 -0.40859346]",0.11734048,0.52585115,0.20634643,1.95116848,1.06211112,-0.25487396,-0.4889388,-2.02207121,-0.15583637,0.19771847,-0.65417134,0.88792498,-0.41546529,-0.38229381,-0.03792667,-0.40859346,0.552131956,0.6028296,0.7792847756555097,94.17591423862439
6JdPAzD9rtka9aF84WkQsY,Boyz N Da Club,Boyz N Da Club,Shermanology,2021-04-30,377000,38,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",D'EAUPE,0.861,0.78,7,-5.994,1,0.0944,0.00205,0.464,0.0824,0.683,128.956,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.954509128,0.85473305,0.7632043132431463,93.29440340181692
6HgxYfBRmvVsMI6Fu7LJUr,Everyday,Mafia,Mike Epsse,2021-11-26,213486,1,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:13:27Z,"bass house,g-house,tech house,latin house",Bite This!,0.875,0.845,1,-5.329,1,0.232,0.0117,0.00196,0.0578,0.54,135.041,4,"['bass house', 'g-house', 'tech house', 'latin house']","[ 0.68970236  0.22421978  0.2776278   2.01371753  1.00389409  0.26833082
 -0.48531237 -1.77886519 -0.21420745  0.38805115 -1.16411576 -0.23280389
 -0.52225149  0.49042263 -0.61843187  0.10905235]",0.68970236,0.22421978,0.2776278,2.01371753,1.00389409,0.26833082,-0.48531237,-1.77886519,-0.21420745,0.38805115,-1.16411576,-0.23280389,-0.52225149,0.49042263,-0.61843187,0.10905235,0.771997235,0.7975354,0.7612838184938902,93.18912428172149
5YtFmJF6RzB4etYr1rls48,TELEMARKETER,TELEMARKETER,LUCATI,2025-03-07,214153,31,,2025-03-07T05:00:40Z,"tech house,bass house,g-house,latin house",Terminal Underground,0.859,0.597,8,-8.051,1,0.111,0.0126,0.00878,0.122,0.742,130.005,4,"['tech house', 'bass house', 'g-house', 'latin house']","[ 0.68970236  0.22421978  0.2776278   2.01371753  1.00389409  0.26833082
 -0.48531237 -1.77886519 -0.21420745  0.38805115 -1.16411576 -0.23280389
 -0.52225149  0.49042263 -0.61843187  0.10905235]",0.68970236,0.22421978,0.2776278,2.01371753,1.00389409,0.26833082,-0.48531237,-1.77886519,-0.21420745,0.38805115,-1.16411576,-0.23280389,-0.52225149,0.49042263,-0.61843187,0.10905235,0.772571573,0.76565623,0.7607068378826939,93.15749492627421
7cJIGq47RjBpu3J7pN9xC8,Hussle,Best of Night Bass 2017,"Jay Robinson,JM",2017-12-29,263000,0,,2019-04-18T19:19:29Z,"bass house,g-house,tech house,bassline",Night Bass Records,0.935,0.853,6,-5.276,1,0.142,0.0113,0.288,0.0382,0.559,126.001,4,"['bass house', 'g-house', 'tech house', 'bassline']","[ 0.67048308 -0.01130533  0.31202484  1.96755528  0.89048644  0.19151298
 -0.54505634 -1.74622691 -0.18242374  0.49714467 -0.93724106  0.03443443
 -0.5368285   0.4680378  -0.4972123   0.13015503]",0.67048308,-0.01130533,0.31202484,1.96755528,0.89048644,0.19151298,-0.54505634,-1.74622691,-0.18242374,0.49714467,-0.93724106,0.03443443,-0.5368285,0.4680378,-0.4972123,0.13015503,0.824872901,0.763843,0.7569665829553472,92.9524588292809
4t7HImV9utNCptZBU563yW,Traffic Jam - Original Mix,Traffic Jam,Funky Truckerz,2011-02-17,339375,0,,2019-04-18T19:19:28Z,"funky house,disco house",Disc Doctor,0.852,0.64,2,-6.534,1,0.126,0.000301,0.0352,0.0706,0.64,128.006,4,"['funky house', 'disco house']","[ 0.31535175  0.39546788  0.54989347  1.93746489  0.81714287 -0.09020782
 -0.25887537 -2.56945026  0.64710352 -0.69268605 -0.83124512  0.10325354
 -0.93752757 -0.37960187  0.28227839 -0.12028542]",0.31535175,0.39546788,0.54989347,1.93746489,0.81714287,-0.09020782,-0.25887537,-2.56945026,0.64710352,-0.69268605,-0.83124512,0.10325354,-0.93752757,-0.37960187,0.28227839,-0.12028542,0.687656461,0.71859115,0.7459512184900845,92.34861032676224
3sh2q76qsc7yLkQNmHKfQf,Stephanie,Stephanie,"Cloonee,Young M.A,InntRaw",2024-12-06,188534,69,,2025-02-28T05:00:37Z,"tech house,house,latin house,techno",Hellbent Records,0.916,0.527,9,-6.838,1,0.12,0.161,0.0,0.259,0.74,130.024,4,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.750252417,0.74510974,0.7428439464632166,92.17827356066984
7cN7LW0oy05OuKc06eE1eV,P!NK,D.O.P.E.,"SLAMM,Dan Molinari",2025-02-28,180000,44,,2025-03-07T05:00:26Z,tech house,Chaste Records,0.894,0.521,7,-10.749,1,0.176,0.0151,0.0235,0.098,0.588,128.001,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.671685253,0.7290617,0.7342730242764811,91.70842632647387
0M0ur2Qnx3sDt1xRuboJpQ,Holla,Holla,Cloonee,2021-07-09,178514,32,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,latin house,techno",Black Book Records,0.823,0.563,11,-7.509,0,0.191,0.168,0.00194,0.0821,0.699,130.003,4,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.765440495,0.7580507,0.7304493687254113,91.49881831160138
07Be3Y5BfdfugREgSfZLCR,You Can See The Light (Neon Steve Remix),Free Moksi The Extra Remixes Pack,"Moksi,Dan Soleil,Neon Steve",2022-11-25,281280,14,frosty480,2022-11-25T16:59:50Z,"bass house,future house,g-house,chill house,melodic house,melodic techno",Barong Family,0.89,0.656,11,-6.717,1,0.308,0.0291,0.0125,0.0526,0.595,124.826,4,"['bass house', 'future house', 'g-house', 'chill house', 'melodic house', 'melodic techno']","[ 0.22040037  0.0251163   0.25609015  1.69007009  1.09970912  0.16403473
 -0.17979085 -1.92789284 -0.31146245 -0.01775364 -0.92204044  0.51305601
 -0.26442691 -0.08923151 -0.12874784 -0.39044034]",0.22040037,0.0251163,0.25609015,1.69007009,1.09970912,0.16403473,-0.17979085,-1.92789284,-0.31146245,-0.01775364,-0.92204044,0.51305601,-0.26442691,-0.08923151,-0.12874784,-0.39044034,0.548104516,0.62984645,0.7271232437519558,91.31648430070734
4EbHvjV88bNH4hGB4eRTRr,Sonnenwind,Herzblut Pur,Stephan Bodzin,2009-07-17,444376,12,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:28:48Z,"melodic techno,minimal techno,techno,melodic house",Herzblut Recordings,0.897,0.537,6,-8.686,1,0.234,0.133,0.874,0.117,0.606,127.993,3,"['melodic techno', 'minimal techno', 'techno', 'melodic house']","[ 0.23041617  0.60589426  0.35262136  1.70132393  1.01431976 -0.0186518
 -0.28515652 -2.4552294   0.49777571 -0.90953405 -1.06707962  0.15170152
 -0.70199326 -0.275692    0.12881317 -0.47781205]",0.23041617,0.60589426,0.35262136,1.70132393,1.01431976,-0.0186518,-0.28515652,-2.4552294,0.49777571,-0.90953405,-1.06707962,0.15170152,-0.70199326,-0.275692,0.12881317,-0.47781205,0.638929471,0.64941144,0.7227363712655214,91.07600143788174
7o9HjrMOzDtQjHHBQcKadz,Don't Wanna Be,Don't Wanna Be,Lanard,2021-06-17,190819,25,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:11:07Z,"bass house,g-house",HOUSE VIEWS,0.918,0.719,1,-6.594,1,0.178,0.0416,0.306,0.0777,0.451,122.005,4,"['bass house', 'g-house']","[-0.03855109  0.25440121  0.17245181  1.68237686  1.33746463  0.00355896
 -0.3249172  -1.75546962 -0.26635189 -0.14750254 -1.54205608  0.2235259
 -0.09865078  0.63398176 -0.69778352 -0.39257562]",-0.03855109,0.25440121,0.17245181,1.68237686,1.33746463,0.00355896,-0.3249172,-1.75546962,-0.26635189,-0.14750254,-1.54205608,0.2235259,-0.09865078,0.63398176,-0.69778352,-0.39257562,0.681827322,0.6678262,0.7211201300382112,90.98740111531431
3MK2rvp7XjarzRKFrPGMOb,Disconnected,Disconnected,"James Hype,Tita Lau",2021-12-10,194523,52,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"house,tech house",Solotoko,0.842,0.811,2,-6.476,1,0.109,0.00579,0.176,0.0702,0.594,125.995,4,"['house', 'tech house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.93567172,0.84668005,0.7049867174129089,90.10298761406099
38NFpvlDlMocYknYgS5IA7,HYPNOSIS,RIGHT OR WRONG (HYPNOSIS),"AYYBO,ero808",2023-01-20,158583,21,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,bass house",Helix Records,0.96,0.872,1,-4.758,0,0.282,0.182,0.00983,0.291,0.7,125.03,4,"['tech house', 'house', 'bass house']","[ 0.495184    1.11273146  0.22856916  1.9289492   1.10610433  0.03987399
 -0.74077527 -2.19237947  0.00610565  0.0215472  -0.95104901  0.3314314
 -0.21682913  0.08243947 -0.54417463 -0.34633744]",0.495184,1.11273146,0.22856916,1.9289492,1.10610433,0.03987399,-0.74077527,-2.19237947,0.00610565,0.0215472,-0.95104901,0.3314314,-0.21682913,0.08243947,-0.54417463,-0.34633744,0.722192288,0.7889188,0.70134395646518,89.90329601508972
3JquhjcmUnvfik03uMQRES,Stolen Dub,Stolen Dub,TWENTY SIX,2024-02-23,136615,41,groovebassment,2024-02-23T00:09:07Z,"latin house,tech house",Groove Bassment,0.848,0.736,7,-5.886,1,0.219,0.00684,0.473,0.223,0.622,130.028,4,"['latin house', 'tech house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.715641576,0.7587807,0.6914050791995017,89.35845919443594
1merVe85SADF84bBtWBZs6,All I Need,All I Need,OOTORO,2020-11-05,261120,16,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:20:10Z,"bass house,tech house,g-house",HOUSE VIEWS.,0.862,0.704,11,-5.463,1,0.136,0.000457,0.0679,0.0697,0.627,124.992,4,"['bass house', 'tech house', 'g-house']","[ 0.34711742  0.33855414  0.33456293  1.91476758  1.1840179   0.17653075
 -0.27779277 -1.97626261 -0.15947149  0.19358468 -1.19763331 -0.0110912
 -0.46346833  0.54025978 -0.47743273  0.24562494]",0.34711742,0.33855414,0.33456293,1.91476758,1.1840179,0.17653075,-0.27779277,-1.97626261,-0.15947149,0.19358468,-1.19763331,-0.0110912,-0.46346833,0.54025978,-0.47743273,0.24562494,0.855669864,0.827442,0.6909220079781623,89.33197783428345
