Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,genres_list,genre_embedding,genre_dim_0,genre_dim_1,genre_dim_2,genre_dim_3,genre_dim_4,genre_dim_5,genre_dim_6,genre_dim_7,genre_dim_8,genre_dim_9,genre_dim_10,genre_dim_11,genre_dim_12,genre_dim_13,genre_dim_14,genre_dim_15,similarity_score,fit_probability,ridge_fitness_score,fitness_score_normalized,is_playlist_song,fit_probability_glm,fitness_score_glm,new_cluster_label
5mKiwDDrwG22qKKVL6JZqF,Rhyme Dust,Other,Other,Other,-0.7403050673725027,1.6952586272954189,,2024-12-13T05:00:15Z,"house,piano house,tech house",Other,0.925,0.561,3,-8.675,1,0.176,0.0659,0.0271,0.152,0.721,128.034,4,"['house', 'piano house', 'tech house']","[ 0.11969379  0.83232206  0.30678255  1.92804058  0.93935126 -0.15898023
 -0.65749687 -2.26807618  0.11825745 -0.28818087 -0.89334961  0.58506944
 -0.29652213 -0.2078067  -0.15586151 -0.45337379]",0.11969379,0.83232206,0.30678255,1.92804058,0.93935126,-0.15898023,-0.65749687,-2.26807618,0.11825745,-0.28818087,-0.89334961,0.58506944,-0.29652213,-0.2078067,-0.15586151,-0.45337379,0.682987987,0.7243443,0.8855273631106599,100.0,0,0.0092030479894591,10.114853287936064,E
59QDyqLww2pxyg9ijOPO7f,Rhyme Dust,Other,Other,Other,-0.7403050673725027,1.9869549036659997,groovebassment,2023-02-23T20:46:07Z,"house,piano house,tech house",Other,0.925,0.561,3,-8.675,1,0.176,0.0659,0.0271,0.152,0.721,128.034,4,"['house', 'piano house', 'tech house']","[ 0.11969379  0.83232206  0.30678255  1.92804058  0.93935126 -0.15898023
 -0.65749687 -2.26807618  0.11825745 -0.28818087 -0.89334961  0.58506944
 -0.29652213 -0.2078067  -0.15586151 -0.45337379]",0.11969379,0.83232206,0.30678255,1.92804058,0.93935126,-0.15898023,-0.65749687,-2.26807618,0.11825745,-0.28818087,-0.89334961,0.58506944,-0.29652213,-0.2078067,-0.15586151,-0.45337379,0.682987987,0.7243443,0.8855273631106599,100.0,0,0.0091186148682216,10.083243066926524,E
1nGgmuLkiyLpOjQXLe668e,Feeling Awake - Sammy Virji Remix,Other,Other,Other,0.0628478795260641,0.2367772454425178,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:13:27Z,"bass house,bassline,g-house,house,uk garage",Night Bass Records,0.905,0.769,9,-6.718,0,0.234,0.0213,0.395,0.0542,0.717,131.962,4,"['bass house', 'bassline', 'g-house', 'house', 'uk garage']","[ 0.2569955   0.0271678   0.24992408  1.70017502  1.07644503 -0.12254561
 -0.60901705 -1.7175231  -0.18981064  0.31709869 -0.88263625  0.70003255
 -0.12369043  0.2943023  -0.24287877 -0.4425765 ]",0.2569955,0.0271678,0.24992408,1.70017502,1.07644503,-0.12254561,-0.60901705,-1.7175231,-0.18981064,0.31709869,-0.88263625,0.70003255,-0.12369043,0.2943023,-0.24287877,-0.4425765,0.65713035,0.6348436,0.8703520174412026,99.16810653096388,0,0.0207134610624976,14.424142057760424,G
3E0Fcls8R8nWjxqwtgJq8j,DRENCH,DRENCH,"AYYBO,Preme",Other,-0.573605144482272,1.5007944430483653,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",FUNKSHWAY,0.919,0.673,4,-6.18,0,0.214,0.0283,0.141,0.162,0.719,126.996,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.853810789,0.83313805,0.8683631652029009,99.05908013881712,0,0.2335857025763476,94.1196276969061,B
0dxawNvqmu3slY2V0qaECm,Shake & Pop - Radio Edit,Shake & Pop,"Green Velvet,Walter Phillips",Other,-0.3177108288253161,0.1395451533189911,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,techno,house",Relief,0.899,0.687,6,-6.749,1,0.182,0.000215,0.00978,0.0911,0.608,129.086,4,"['tech house', 'techno', 'house']","[ 0.2584758   0.75303075  0.3751219   1.9052192   0.96638892 -0.03758453
 -0.41042576 -2.3424135   0.20513024 -0.37694701 -0.94746745  0.33219565
 -0.52267726 -0.16203091 -0.00631083 -0.23719742]",0.2584758,0.75303075,0.3751219,1.9052192,0.96638892,-0.03758453,-0.41042576,-2.3424135,0.20513024,-0.37694701,-0.94746745,0.33219565,-0.52267726,-0.16203091,-0.00631083,-0.23719742,0.793717606,0.8019075,0.8592924513125777,98.56183494854494,0,0.2420372361885219,97.28372777321393,E
2UdCQIDwFvGhslUYZH5tRR,Smack Yo',Other,Other,Other,-0.0917698540228575,2.0355709497277625,,2025-02-28T05:00:37Z,tech house,Other,0.884,0.745,7,-7.892,1,0.135,0.00321,0.357,0.0921,0.735,126.992,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.768325036,0.7791364,0.8541650236673503,98.28075577816368,0,0.0091303435246254,10.087634062019852,C
5Wr6bUQZoQYxXonKQCoQAt,Mezcal Bounce,Other,Other,Other,-0.4423348803199365,0.917401890307205,12179883790,2025-01-28T20:27:54Z,"tech house,house",Other,0.92,0.663,5,-10.826,0,0.185,0.00101,0.0604,0.0981,0.745,132.028,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.811595774,0.8125468,0.8295997988408739,96.93412087813104,0,0.0094442398274047,10.205151114090254,E
2QBv02UFtcFIwiTjJbWBtf,Still Flexin',Still Flexin',Jamie Coins,Other,-0.2437956654843699,-0.0549190309280623,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,latin house",Revival New York,0.885,0.734,11,-8.388,0,0.191,0.000112,0.00591,0.0908,0.743,128.018,4,"['tech house', 'latin house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.702999793,0.75389355,0.8268504700594934,96.78340611305876,0,0.24186001749566,97.21738032607132,C
6Wo1JXT5HBSDwbuMwXboh1,Ur Soul,Other,Other,Other,-0.4561618265527701,-0.8813918139780396,12179883790,2025-01-28T20:28:40Z,"g-house,tech house,bass house,latin house",Other,0.872,0.746,11,-8.644,1,0.259,0.0388,0.00224,0.13,0.77,130.032,4,"['g-house', 'tech house', 'bass house', 'latin house']","[ 0.68970236  0.22421978  0.2776278   2.01371753  1.00389409  0.26833082
 -0.48531237 -1.77886519 -0.21420745  0.38805115 -1.16411576 -0.23280389
 -0.52225149  0.49042263 -0.61843187  0.10905235]",0.68970236,0.22421978,0.2776278,2.01371753,1.00389409,0.26833082,-0.48531237,-1.77886519,-0.21420745,0.38805115,-1.16411576,-0.23280389,-0.52225149,0.49042263,-0.61843187,0.10905235,0.74154946,0.7938458,0.8199980855552764,96.40776696515746,0,0.0099956501253611,10.41158907504535,E
5xRKvc3MJfOYh9M1E9Fnid,La Pasion,Other,Other,Other,-0.6820322042555717,0.917401890307205,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"bass house,tech house,g-house,house,electro house,latin house",Other,0.851,0.812,8,-7.984,0,0.123,0.0435,0.442,0.12,0.497,125.969,4,"['bass house', 'tech house', 'g-house', 'house', 'electro house', 'latin house']","[ 0.64034561  0.31481989  0.05627436  1.94646744  1.01917626  0.11738753
 -0.53184591 -1.65871603 -0.26764826  0.51020519 -1.01447799  0.2782584
 -0.39036204  0.04938675 -0.45389636 -0.21387842]",0.64034561,0.31481989,0.05627436,1.94646744,1.01917626,0.11738753,-0.53184591,-1.65871603,-0.26764826,0.51020519,-1.01447799,0.2782584,-0.39036204,0.04938675,-0.45389636,-0.21387842,0.84558674,0.7420428,0.8092707990576897,95.8197105365133,0,0.0094343990942828,10.20146692304866,G
3NckqY1gm3wKXaF3nMbieq,In The Club,In The Club,"NightFunk,Ranger Trucco",Other,-0.7073362218326537,0.1881611993807544,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,bass house",Sink or Swim,0.857,0.792,9,-7.843,1,0.146,0.026,0.186,0.0843,0.417,129.998,4,"['tech house', 'bass house']","[ 0.80283847  1.00024182  0.38550407  2.08050627  1.03551853  0.18344735
 -0.6569925  -2.24784195  0.1046039   0.34628088 -0.78363413 -0.09289871
 -0.6031015   0.22585907 -0.59424466  0.21215576]",0.80283847,1.00024182,0.38550407,2.08050627,1.03551853,0.18344735,-0.6569925,-2.24784195,0.1046039,0.34628088,-0.78363413,-0.09289871,-0.6031015,0.22585907,-0.59424466,0.21215576,0.908390057,0.8440551,0.8049282419338639,95.58165698643846,0,0.2395519762140654,96.35329175583888,A
52r4FYDc8x1DlWt6x2vuiT,BLOW (WHITE GIRL IN TOWN) [feat. Kilo Ali],Other,Other,Other,-1.102468188613242,1.841106765480709,,2025-03-07T05:00:26Z,"tech house,house,miami bass",Other,0.884,0.764,3,-6.927,0,0.076,0.0482,0.00123,0.106,0.808,132.021,4,"['tech house', 'house', 'miami bass']","[ 0.80264135  0.44525292  0.23931095  2.07934018  0.7420747   0.24217082
 -0.82931733 -1.90154163 -0.14005862  0.48020657 -0.89249589 -0.05861682
 -0.38838251  0.1664399  -0.56389979 -0.02682111]",0.80264135,0.44525292,0.23931095,2.07934018,0.7420747,0.24217082,-0.82931733,-1.90154163,-0.14005862,0.48020657,-0.89249589,-0.05861682,-0.38838251,0.1664399,-0.56389979,-0.02682111,0.806531248,0.7907707,0.8041410751842936,95.53850548977582,0,0.0091463125258879,10.09361256490841,E
3ntViwrdY9Gc7aKTEceTfJ,Jump Around,Other,Other,Other,-1.0710726498657506,-0.0063029848662989,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"g-house,tech house,bass house,latin house,disco house,funky house",Other,0.899,0.802,4,-5.102,0,0.204,0.0911,4.23e-05,0.141,0.595,126.032,4,"['g-house', 'tech house', 'bass house', 'latin house', 'disco house', 'funky house']","[ 0.56491883  0.28130248  0.36838302  1.98829999  0.94164369  0.14881794
 -0.40983337 -2.04239355  0.07289621  0.02780542 -1.05315888 -0.12078474
 -0.66067685  0.20041447 -0.31819512  0.03260642]",0.56491883,0.28130248,0.36838302,1.98829999,0.94164369,0.14881794,-0.40983337,-2.04239355,0.07289621,0.02780542,-1.05315888,-0.12078474,-0.66067685,0.20041447,-0.31819512,0.03260642,0.845011209,0.8105708,0.8005853732189505,95.34358635532992,0,0.0096972787958,10.299884289860303,E
1bhO8HWJwHgBIxk488Oj8y,Calibrator,Other,Other,Other,-0.2642083125852125,-0.4438473994221693,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"bass house,g-house,bassline,tech house",Other,0.902,0.722,11,-5.792,1,0.168,0.00855,0.165,0.0849,0.464,126.029,4,"['bass house', 'g-house', 'bassline', 'tech house']","[ 0.67048308 -0.01130533  0.31202484  1.96755528  0.89048644  0.19151298
 -0.54505634 -1.74622691 -0.18242374  0.49714467 -0.93724106  0.03443443
 -0.5368285   0.4680378  -0.4972123   0.13015503]",0.67048308,-0.01130533,0.31202484,1.96755528,0.89048644,0.19151298,-0.54505634,-1.74622691,-0.18242374,0.49714467,-0.93724106,0.03443443,-0.5368285,0.4680378,-0.4972123,0.13015503,0.788991207,0.7460982,0.7853732993779907,94.5096794938698,0,0.0098667447698199,10.363329260434096,G
4Z0OyS2aO8BXWY5sXSTwQc,I Wanna - Tchami Remix,Other,Other,Other,-0.396708983341571,-1.2703201824721464,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:16Z,"g-house,tech house,bass house,house,future house",Other,0.833,0.783,5,-7.3,0,0.171,0.0151,0.379,0.0965,0.624,127.002,4,"['g-house', 'tech house', 'bass house', 'house', 'future house']","[ 0.20630157  0.39196231  0.16468524  1.87813799  1.24594407 -0.05204712
 -0.34499675 -1.85885973 -0.32948462  0.32165008 -0.96308304  0.58866193
 -0.32139683  0.10212489 -0.31209098 -0.2001403 ]",0.20630157,0.39196231,0.16468524,1.87813799,1.24594407,-0.05204712,-0.34499675,-1.85885973,-0.32948462,0.32165008,-0.96308304,0.58866193,-0.32139683,0.10212489,-0.31209098,-0.2001403,0.827270447,0.788282,0.7846776073060866,94.47154252462488,0,0.0101217480985564,10.458797856897077,G
2ryXP4NxcAPXgE7KPoZ6x4,Losing Touch,Other,Other,Other,-0.196717485313059,-1.2703201824721464,rüfüs,2021-06-26T01:45:04Z,nu disco,Other,0.918,0.638,5,-6.796,0,0.135,0.0461,0.6,0.1,0.751,124.017,4,['nu disco'],"[ 0.60499924  1.58142233 -0.21194832  1.87855458  1.34216142  0.22517408
 -0.54894108 -1.91466987 -0.42409837 -0.18704301 -1.33783758  0.27351096
  0.23467934  0.0845961  -0.55407441 -1.2446897 ]",0.60499924,1.58142233,-0.21194832,1.87855458,1.34216142,0.22517408,-0.54894108,-1.91466987,-0.42409837,-0.18704301,-1.33783758,0.27351096,0.23467934,0.0845961,-0.55407441,-1.2446897,0.662015454,0.6363939,0.7826084832846885,94.35811573372868,0,0.0101305500346819,10.462093141285017,G
7sVfx6BQKQ6b4WmOxEwkDv,Like I Don't Exist - NightFunk Remix,Like I Don't Exist (NightFunk Remix),"Nicky Night Time,NightFunk",Other,-0.4654907290074536,-0.7355436757927495,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"house,piano house,future house,tech house",Black Book Records,0.927,0.464,0,-7.676,1,0.244,0.00329,0.235,0.0785,0.434,129.991,4,"['house', 'piano house', 'future house', 'tech house']","[ 0.11734048  0.52585115  0.20634643  1.95116848  1.06211112 -0.25487396
 -0.4889388  -2.02207121 -0.15583637  0.19771847 -0.65417134  0.88792498
 -0.41546529 -0.38229381 -0.03792667 -0.40859346]",0.11734048,0.52585115,0.20634643,1.95116848,1.06211112,-0.25487396,-0.4889388,-2.02207121,-0.15583637,0.19771847,-0.65417134,0.88792498,-0.41546529,-0.38229381,-0.03792667,-0.40859346,0.552131956,0.6028296,0.7792847756555097,94.1759142386244,0,0.2481958867173405,99.5894142323103,E
6JdPAzD9rtka9aF84WkQsY,Boyz N Da Club,Boyz N Da Club,Shermanology,Other,1.2327426738431286,0.5770895678748614,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",D'EAUPE,0.861,0.78,7,-5.994,1,0.0944,0.00205,0.464,0.0824,0.683,128.956,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.954509128,0.85473305,0.7632043132431463,93.29440340181692,0,0.2402938165649571,96.63102325624769,B
6HgxYfBRmvVsMI6Fu7LJUr,Everyday,Other,Other,Other,-0.4163450623461859,-1.2217041364103831,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:13:27Z,"bass house,g-house,tech house,latin house",Other,0.875,0.845,1,-5.329,1,0.232,0.0117,0.00196,0.0578,0.54,135.041,4,"['bass house', 'g-house', 'tech house', 'latin house']","[ 0.68970236  0.22421978  0.2776278   2.01371753  1.00389409  0.26833082
 -0.48531237 -1.77886519 -0.21420745  0.38805115 -1.16411576 -0.23280389
 -0.52225149  0.49042263 -0.61843187  0.10905235]",0.68970236,0.22421978,0.2776278,2.01371753,1.00389409,0.26833082,-0.48531237,-1.77886519,-0.21420745,0.38805115,-1.16411576,-0.23280389,-0.52225149,0.49042263,-0.61843187,0.10905235,0.771997235,0.7975354,0.7612838184938902,93.18912428172148,0,0.0101053640891879,10.452663982541022,E
5YtFmJF6RzB4etYr1rls48,TELEMARKETER,Other,Other,Other,-0.4096181672788628,0.2367772454425178,,2025-03-07T05:00:40Z,"tech house,bass house,g-house,latin house",Other,0.859,0.597,8,-8.051,1,0.111,0.0126,0.00878,0.122,0.742,130.005,4,"['tech house', 'bass house', 'g-house', 'latin house']","[ 0.68970236  0.22421978  0.2776278   2.01371753  1.00389409  0.26833082
 -0.48531237 -1.77886519 -0.21420745  0.38805115 -1.16411576 -0.23280389
 -0.52225149  0.49042263 -0.61843187  0.10905235]",0.68970236,0.22421978,0.2776278,2.01371753,1.00389409,0.26833082,-0.48531237,-1.77886519,-0.21420745,0.38805115,-1.16411576,-0.23280389,-0.52225149,0.49042263,-0.61843187,0.10905235,0.772571573,0.76565623,0.7607068378826939,93.1574949262742,0,0.00965083863663,10.282497941072457,E
7cJIGq47RjBpu3J7pN9xC8,Hussle,Other,Other,Other,0.0830184794280824,-1.2703201824721464,,2019-04-18T19:19:29Z,"bass house,g-house,tech house,bassline",Night Bass Records,0.935,0.853,6,-5.276,1,0.142,0.0113,0.288,0.0382,0.559,126.001,4,"['bass house', 'g-house', 'tech house', 'bassline']","[ 0.67048308 -0.01130533  0.31202484  1.96755528  0.89048644  0.19151298
 -0.54505634 -1.74622691 -0.18242374  0.49714467 -0.93724106  0.03443443
 -0.5368285   0.4680378  -0.4972123   0.13015503]",0.67048308,-0.01130533,0.31202484,1.96755528,0.89048644,0.19151298,-0.54505634,-1.74622691,-0.18242374,0.49714467,-0.93724106,0.03443443,-0.5368285,0.4680378,-0.4972123,0.13015503,0.824872901,0.763843,0.7569665829553472,92.9524588292809,0,0.0217130102839741,14.798355060166475,G
4t7HImV9utNCptZBU563yW,Traffic Jam - Original Mix,Other,Other,Other,0.8532832631864083,-1.2703201824721464,,2019-04-18T19:19:28Z,"funky house,disco house",Other,0.852,0.64,2,-6.534,1,0.126,0.000301,0.0352,0.0706,0.64,128.006,4,"['funky house', 'disco house']","[ 0.31535175  0.39546788  0.54989347  1.93746489  0.81714287 -0.09020782
 -0.25887537 -2.56945026  0.64710352 -0.69268605 -0.83124512  0.10325354
 -0.93752757 -0.37960187  0.28227839 -0.12028542]",0.31535175,0.39546788,0.54989347,1.93746489,0.81714287,-0.09020782,-0.25887537,-2.56945026,0.64710352,-0.69268605,-0.83124512,0.10325354,-0.93752757,-0.37960187,0.28227839,-0.12028542,0.687656461,0.71859115,0.7459512184900845,92.34861032676224,0,0.0101768866458818,10.479440723600996,H
3sh2q76qsc7yLkQNmHKfQf,Stephanie,Other,Other,Other,-0.6679934667237669,2.084186995789526,,2025-02-28T05:00:37Z,"tech house,house,latin house,techno",Hellbent Records,0.916,0.527,9,-6.838,1,0.12,0.161,0.0,0.259,0.74,130.024,4,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.750252417,0.74510974,0.7428439464632166,92.17827356066984,0,0.0195921883309373,14.004357992726227,E
7cN7LW0oy05OuKc06eE1eV,P!NK,Other,Other,Other,-0.7540614165056791,0.8687858442454416,,2025-03-07T05:00:26Z,tech house,Other,0.894,0.521,7,-10.749,1,0.176,0.0151,0.0235,0.098,0.588,128.001,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.671685253,0.7290617,0.7342730242764811,91.70842632647388,0,0.0094459389798222,10.205787245772443,C
0M0ur2Qnx3sDt1xRuboJpQ,Holla,Holla,Cloonee,Other,-0.7690481722328788,0.2853932915042812,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,latin house,techno",Black Book Records,0.823,0.563,11,-7.509,0,0.191,0.168,0.00194,0.0821,0.699,130.003,4,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.765440495,0.7580507,0.7304493687254113,91.49881831160138,0,0.2465561085185543,98.9755111749488,E
07Be3Y5BfdfugREgSfZLCR,You Can See The Light (Neon Steve Remix),Other,Other,Other,0.2673777625325302,-0.5896955376074594,frosty480,2022-11-25T16:59:50Z,"bass house,future house,g-house,chill house,melodic house,melodic techno",Other,0.89,0.656,11,-6.717,1,0.308,0.0291,0.0125,0.0526,0.595,124.826,4,"['bass house', 'future house', 'g-house', 'chill house', 'melodic house', 'melodic techno']","[ 0.22040037  0.0251163   0.25609015  1.69007009  1.09970912  0.16403473
 -0.17979085 -1.92789284 -0.31146245 -0.01775364 -0.92204044  0.51305601
 -0.26442691 -0.08923151 -0.12874784 -0.39044034]",0.22040037,0.0251163,0.25609015,1.69007009,1.09970912,0.16403473,-0.17979085,-1.92789284,-0.31146245,-0.01775364,-0.92204044,0.51305601,-0.26442691,-0.08923151,-0.12874784,-0.39044034,0.548104516,0.62984645,0.7271232437519558,91.31648430070734,0,0.009935219085037,10.388964795467809,E
4EbHvjV88bNH4hGB4eRTRr,Sonnenwind,Other,Other,Other,1.912249843342323,-0.6869276297309861,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:28:48Z,"melodic techno,minimal techno,techno,melodic house",Other,0.897,0.537,6,-8.686,1,0.234,0.133,0.874,0.117,0.606,127.993,3,"['melodic techno', 'minimal techno', 'techno', 'melodic house']","[ 0.23041617  0.60589426  0.35262136  1.70132393  1.01431976 -0.0186518
 -0.28515652 -2.4552294   0.49777571 -0.90953405 -1.06707962  0.15170152
 -0.70199326 -0.275692    0.12881317 -0.47781205]",0.23041617,0.60589426,0.35262136,1.70132393,1.01431976,-0.0186518,-0.28515652,-2.4552294,0.49777571,-0.90953405,-1.06707962,0.15170152,-0.70199326,-0.275692,0.12881317,-0.47781205,0.638929471,0.64941144,0.7227363712655214,91.07600143788174,0,0.010037276413718,10.427173198378544,E
7o9HjrMOzDtQjHHBQcKadz,Don't Wanna Be,Other,Other,Other,-0.6449485563357109,-0.0549190309280623,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:11:07Z,"bass house,g-house",Other,0.918,0.719,1,-6.594,1,0.178,0.0416,0.306,0.0777,0.451,122.005,4,"['bass house', 'g-house']","[-0.03855109  0.25440121  0.17245181  1.68237686  1.33746463  0.00355896
 -0.3249172  -1.75546962 -0.26635189 -0.14750254 -1.54205608  0.2235259
 -0.09865078  0.63398176 -0.69778352 -0.39257562]",-0.03855109,0.25440121,0.17245181,1.68237686,1.33746463,0.00355896,-0.3249172,-1.75546962,-0.26635189,-0.14750254,-1.54205608,0.2235259,-0.09865078,0.63398176,-0.69778352,-0.39257562,0.681827322,0.6678262,0.7211201300382112,90.98740111531431,0,0.0097301901146324,10.31220568751514,G
3MK2rvp7XjarzRKFrPGMOb,Disconnected,Other,Other,Other,-0.607592605317173,1.2577142127395484,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"house,tech house",Solotoko,0.842,0.811,2,-6.476,1,0.109,0.00579,0.176,0.0702,0.594,125.995,4,"['house', 'tech house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.93567172,0.84668005,0.7049867174129089,90.102987614061,0,0.0200910942766086,14.19113928156771,B
38NFpvlDlMocYknYgS5IA7,HYPNOSIS,RIGHT OR WRONG (HYPNOSIS),"AYYBO,ero808",Other,-0.9700582855564428,-0.2493832151751158,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,bass house",Helix Records,0.96,0.872,1,-4.758,0,0.282,0.182,0.00983,0.291,0.7,125.03,4,"['tech house', 'house', 'bass house']","[ 0.495184    1.11273146  0.22856916  1.9289492   1.10610433  0.03987399
 -0.74077527 -2.19237947  0.00610565  0.0215472  -0.95104901  0.3314314
 -0.21682913  0.08243947 -0.54417463 -0.34633744]",0.495184,1.11273146,0.22856916,1.9289492,1.10610433,0.03987399,-0.74077527,-2.19237947,0.00610565,0.0215472,-0.95104901,0.3314314,-0.21682913,0.08243947,-0.54417463,-0.34633744,0.722192288,0.7889188,0.70134395646518,89.90329601508972,0,0.2424434926381216,97.43582278012808,F
3JquhjcmUnvfik03uMQRES,Stolen Dub,Other,Other,Other,-1.1916121548802123,0.7229377060601515,groovebassment,2024-02-23T00:09:07Z,"latin house,tech house",Other,0.848,0.736,7,-5.886,1,0.219,0.00684,0.473,0.223,0.622,130.028,4,"['latin house', 'tech house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.715641576,0.7587807,0.6914050791995017,89.35845919443594,0,0.0094715153867539,10.215362586158932,C
