Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,genres_list,genre_embedding,genre_dim_0,genre_dim_1,genre_dim_2,genre_dim_3,genre_dim_4,genre_dim_5,genre_dim_6,genre_dim_7,genre_dim_8,genre_dim_9,genre_dim_10,genre_dim_11,genre_dim_12,genre_dim_13,genre_dim_14,genre_dim_15,similarity_score,fit_probability
74nEGIzIefJhJ5qX7NeIAz,Beggin',Beggin',"Chris Lake,Aluna",2023-04-20,183397,69,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:22Z,"tech house,house,bass house",Black Book Records/Astralwerks,0.801,0.691,8.0,-5.971,0.0,0.051,0.161,0.298,0.119,0.715,125.976,4.0,"['tech house', 'house', 'bass house']","[ 0.495184    1.11273146  0.22856916  1.9289492   1.10610433  0.03987399
 -0.74077527 -2.19237947  0.00610565  0.0215472  -0.95104901  0.3314314
 -0.21682913  0.08243947 -0.54417463 -0.34633744]",0.495184,1.11273146,0.22856916,1.9289492,1.10610433,0.03987399,-0.74077527,-2.19237947,0.00610565,0.0215472,-0.95104901,0.3314314,-0.21682913,0.08243947,-0.54417463,-0.34633744,0.8394840904186932,0.82635385
6JdPAzD9rtka9aF84WkQsY,Boyz N Da Club,Boyz N Da Club,Shermanology,2021-04-30,377000,38,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",D'EAUPE,0.861,0.78,7.0,-5.994,1.0,0.0944,0.00205,0.464,0.0824,0.683,128.956,4.0,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.9545091276955503,0.85473305
4Nm8xafLTXLLS1MtRJKxQo,Do It To It,Do It To It (Tiësto Remix),"ACRAZE,Cherish",2022-02-25,157890,23,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,Thrive Music,0.854,0.806,11.0,-8.262,0.0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7430328651378113,0.77060854
6vrWEAPEkVibDYNY14RbGe,Feel You - Mixed,Detroit Love Vol. 5,"Chuck Daniels,Shaun J. Wright",2021-04-16,247594,3,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,funky house,Planet E Communications,0.803,0.919,1.0,-6.227,1.0,0.0554,4.71e-06,0.953,0.0743,0.301,126.973,4.0,['funky house'],"[ 1.22303736  0.41359165  0.60736465  2.08604169  0.99713778  0.52249855
 -0.11784814 -2.74397945  0.55904412 -0.02605217 -0.78687954 -0.64791733
 -1.29707825  0.25790662  0.0863369   0.89678997]",1.22303736,0.41359165,0.60736465,2.08604169,0.99713778,0.52249855,-0.11784814,-2.74397945,0.55904412,-0.02605217,-0.78687954,-0.64791733,-1.29707825,0.25790662,0.0863369,0.89678997,0.7863570024458628,0.7824691
3NPfKJqusohaQ64qPBHSKy,Speaker Burner,The Dream,Raito,2017-02-10,360504,10,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"acid techno,techno,hard techno",Boysnoize Records,0.757,0.989,7.0,-4.003,1.0,0.164,0.000146,0.863,0.0535,0.222,128.003,4.0,"['acid techno', 'techno', 'hard techno']","[ 0.08297341  0.3444991   0.45923357  1.84567201  0.71474564 -0.19749458
 -0.09445128 -1.98332798  0.44497174 -0.57060858 -1.02687993  0.20094665
 -0.74830641 -0.32247188  0.36270029 -0.10934752]",0.08297341,0.3444991,0.45923357,1.84567201,0.71474564,-0.19749458,-0.09445128,-1.98332798,0.44497174,-0.57060858,-1.02687993,0.20094665,-0.74830641,-0.32247188,0.36270029,-0.10934752,0.5782903590635359,0.6468126
7zeLde3gh0DqBUcEGmnAEh,Genesis,9 Moor Drive,"Yousef,Harry Romero",2019-09-20,257006,3,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",Modern Sky UK,0.731,0.904,11.0,-6.952,0.0,0.0766,0.00316,0.0171,0.0473,0.504,126.984,4.0,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.8668381977291375,0.81266195
52KoX8r4YfoObhLamYBz68,Paloma,Paloma,Will Taylor (UK),2021-05-28,211000,19,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,Saved Records,0.791,0.861,5.0,-7.965,0.0,0.0563,0.0105,0.59,0.0837,0.365,128.011,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7434892603482867,0.76985216
6GDfe6clOqjn2GIGrV8hS2,Pop It,Pop It,Cloonee,2021-03-12,214865,33,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,latin house,techno",CLNE,0.841,0.602,11.0,-7.87,1.0,0.0602,0.0107,0.152,0.141,0.904,129.984,4.0,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.8257177568547436,0.80224735
0dxawNvqmu3slY2V0qaECm,Shake & Pop - Radio Edit,Shake & Pop,"Green Velvet,Walter Phillips",2006-05-06,223266,29,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,techno,house",Relief,0.899,0.687,6.0,-6.749,1.0,0.182,0.000215,0.00978,0.0911,0.608,129.086,4.0,"['tech house', 'techno', 'house']","[ 0.2584758   0.75303075  0.3751219   1.9052192   0.96638892 -0.03758453
 -0.41042576 -2.3424135   0.20513024 -0.37694701 -0.94746745  0.33219565
 -0.52267726 -0.16203091 -0.00631083 -0.23719742]",0.2584758,0.75303075,0.3751219,1.9052192,0.96638892,-0.03758453,-0.41042576,-2.3424135,0.20513024,-0.37694701,-0.94746745,0.33219565,-0.52267726,-0.16203091,-0.00631083,-0.23719742,0.7937176056538645,0.8019075
2z0oQAn7oK1nBxzk9XmKf9,Sheeple,Sheeple,"Prok & Fitch,Green Velvet",2017-03-04,421948,24,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,techno,house",Relief,0.809,0.936,4.0,-5.327,0.0,0.0474,0.000111,0.522,0.096,0.657,124.005,4.0,"['tech house', 'techno', 'house']","[ 0.2584758   0.75303075  0.3751219   1.9052192   0.96638892 -0.03758453
 -0.41042576 -2.3424135   0.20513024 -0.37694701 -0.94746745  0.33219565
 -0.52267726 -0.16203091 -0.00631083 -0.23719742]",0.2584758,0.75303075,0.3751219,1.9052192,0.96638892,-0.03758453,-0.41042576,-2.3424135,0.20513024,-0.37694701,-0.94746745,0.33219565,-0.52267726,-0.16203091,-0.00631083,-0.23719742,0.8628225511061565,0.8235139
3YbIgPR5SnjwGdtfiyPtHX,Take Control,Take Control,"Melé,Bontan,Clementine Douglas",2021-07-16,201099,17,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tribal house,latin house,tech house,disco house,afro house",Defected Records,0.696,0.802,0.0,-8.32,1.0,0.079,0.044,0.085,0.285,0.627,126.011,4.0,"['tribal house', 'latin house', 'tech house', 'disco house', 'afro house']","[ 0.44077967  0.28804414  0.42972814  2.01415026  0.79543371 -0.03912057
 -0.40305763 -2.21622338  0.40344347 -0.43169758 -0.92298836 -0.03040912
 -0.88726952 -0.29630956  0.01141968 -0.19290463]",0.44077967,0.28804414,0.42972814,2.01415026,0.79543371,-0.03912057,-0.40305763,-2.21622338,0.40344347,-0.43169758,-0.92298836,-0.03040912,-0.88726952,-0.29630956,0.01141968,-0.19290463,0.7176552820047465,0.7020049
2FTSamS6mhAe4zqlAM1TsU,Like This,Essential,Truth x Lies,2021-08-10,232984,15,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,IN / ROTATION (Insomniac Records),0.793,0.844,9.0,-6.822,0.0,0.0752,0.0184,0.383,0.0808,0.687,125.986,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7658095556467499,0.77446264
7FJyt98IKrAiwPTNwH8LKb,Amertune,Amertune,Bellecour,2020-04-30,291886,4,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"bass house,g-house",SANS MERCI,0.753,0.842,2.0,-6.597,1.0,0.0509,0.186,0.89,0.107,0.488,125.004,4.0,"['bass house', 'g-house']","[-0.03855109  0.25440121  0.17245181  1.68237686  1.33746463  0.00355896
 -0.3249172  -1.75546962 -0.26635189 -0.14750254 -1.54205608  0.2235259
 -0.09865078  0.63398176 -0.69778352 -0.39257562]",-0.03855109,0.25440121,0.17245181,1.68237686,1.33746463,0.00355896,-0.3249172,-1.75546962,-0.26635189,-0.14750254,-1.54205608,0.2235259,-0.09865078,0.63398176,-0.69778352,-0.39257562,0.6576978471470071,0.6370929
4RpwmYdAtoAJVGZnPvhh3s,Anybody,Anybody,"Deeft,Tim Baresko",2021-09-17,310153,1,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,g-house",Rawthentic,0.852,0.781,8.0,-7.6,0.0,0.0751,0.000419,0.789,0.0677,0.781,129.991,4.0,"['tech house', 'g-house']","[ 0.27706489 -0.23898059  0.4457329   1.98141962  1.17907053  0.34258596
  0.14853138 -1.92547625 -0.31666646  0.38197571 -1.26720971 -0.16390079
 -0.68865272  0.7609385  -0.14026999  0.91729468]",0.27706489,-0.23898059,0.4457329,1.98141962,1.17907053,0.34258596,0.14853138,-1.92547625,-0.31666646,0.38197571,-1.26720971,-0.16390079,-0.68865272,0.7609385,-0.14026999,0.91729468,0.7294387859317524,0.6922585
0Vnb85r33WLWw83eVuK6jm,Life Of Sin (feat. Ranger Trucco),Life Of Sin (feat. Ranger Trucco),"Westend,Ranger Trucco",2021-09-24,204761,37,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,latin house,house,bass house",Insomniac Records,0.784,0.809,7.0,-5.679,1.0,0.159,0.157,0.141,0.497,0.598,125.964,4.0,"['tech house', 'latin house', 'house', 'bass house']","[ 0.80075229  0.80485276  0.19813248  2.02435374  0.94545892  0.16583825
 -0.83254924 -1.94095284 -0.0900246   0.25902304 -0.97917753  0.02408806
 -0.33727208  0.1470574  -0.66848829 -0.33491944]",0.80075229,0.80485276,0.19813248,2.02435374,0.94545892,0.16583825,-0.83254924,-1.94095284,-0.0900246,0.25902304,-0.97917753,0.02408806,-0.33727208,0.1470574,-0.66848829,-0.33491944,0.6712696707358956,0.676321
632paTWO6lWhhkpSPvlKiG,Backfire,Backfire,"Shermanology,Jay Colin",2022-01-14,199384,28,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",D'EAUPE,0.829,0.631,11.0,-9.682,0.0,0.1,0.00316,0.0329,0.0884,0.539,129.979,4.0,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.8394314228886912,0.8007219
0LNUEmN7JT3jowa3Kmw2k3,Gibberish,Bam Bam,Shermanology,2021-10-08,362933,3,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",Cuttin' Headz,0.796,0.517,1.0,-11.064,1.0,0.111,0.00141,0.882,0.112,0.185,123.974,4.0,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.7043172918471513,0.6990561
7sVfx6BQKQ6b4WmOxEwkDv,Like I Don't Exist - NightFunk Remix,Like I Don't Exist (NightFunk Remix),"Nicky Night Time,NightFunk",2021-03-26,208613,11,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"house,piano house,future house,tech house",Black Book Records,0.927,0.464,0.0,-7.676,1.0,0.244,0.00329,0.235,0.0785,0.434,129.991,4.0,"['house', 'piano house', 'future house', 'tech house']","[ 0.11734048  0.52585115  0.20634643  1.95116848  1.06211112 -0.25487396
 -0.4889388  -2.02207121 -0.15583637  0.19771847 -0.65417134  0.88792498
 -0.41546529 -0.38229381 -0.03792667 -0.40859346]",0.11734048,0.52585115,0.20634643,1.95116848,1.06211112,-0.25487396,-0.4889388,-2.02207121,-0.15583637,0.19771847,-0.65417134,0.88792498,-0.41546529,-0.38229381,-0.03792667,-0.40859346,0.5521319557517121,0.6028296
0w7oSi3e7xPDw9yz278qSj,Briggy Briggy,Briggy Briggy EP,Alex Wellmann,2021-11-26,362000,4,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,Sanity,0.807,0.883,6.0,-9.982,0.0,0.0477,3.45e-05,0.785,0.065,0.918,130.013,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.758640996135144,0.77671164
5DgCDCuuevkqBmyFMjhbUc,Dani Girl,Dani Girl,Ranger Trucco,2022-02-04,234293,38,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,bass house",Spinnin' Deep,0.805,0.78,0.0,-6.366,1.0,0.0729,0.00261,0.896,0.0636,0.604,125.03,4.0,"['tech house', 'bass house']","[ 0.80283847  1.00024182  0.38550407  2.08050627  1.03551853  0.18344735
 -0.6569925  -2.24784195  0.1046039   0.34628088 -0.78363413 -0.09289871
 -0.6031015   0.22585907 -0.59424466  0.21215576]",0.80283847,1.00024182,0.38550407,2.08050627,1.03551853,0.18344735,-0.6569925,-2.24784195,0.1046039,0.34628088,-0.78363413,-0.09289871,-0.6031015,0.22585907,-0.59424466,0.21215576,0.9214185249767822,0.8523401
0lJnJ4OgN4qnD8wxVNHVSm,Red (feat. Nala),Midnight Swim,"Steve Darko,Nala",2021-02-05,252580,13,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"bass house,tech house,indie dance",DIRTYBIRD,0.759,0.772,7.0,-7.559,1.0,0.0638,0.00299,0.501,0.403,0.564,124.999,4.0,"['bass house', 'tech house', 'indie dance']","[ 0.5278108   0.54465127  0.34878242  1.7486588   0.90545729  0.21177514
 -0.67141199 -1.96219903  0.14633885  0.33007698 -0.89580403  0.09987189
 -0.44179353 -0.11909535 -0.42304616  0.19430365]",0.5278108,0.54465127,0.34878242,1.7486588,0.90545729,0.21177514,-0.67141199,-1.96219903,0.14633885,0.33007698,-0.89580403,0.09987189,-0.44179353,-0.11909535,-0.42304616,0.19430365,0.7917203704847022,0.66391337
1NRe72Wn00Gc4HIhcABi6u,Hands Up,Hands Up,"Martin Ikin,Noizu,Fast Eddie",2020-07-31,215551,27,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,piano house,house,chicago house,hip house,acid house",Black Book Records,0.847,0.994,11.0,-5.069,0.0,0.0642,0.0256,0.00345,0.358,0.68,126.967,4.0,"['tech house', 'piano house', 'house', 'chicago house', 'hip house', 'acid house']","[ 0.21048439  0.90063305  0.22162054  1.79529564  1.05077985 -0.05717265
 -0.54523862 -2.23677351  0.13993035 -0.56226434 -1.05371076  0.49801359
 -0.26436253 -0.22732019 -0.09981193 -0.6333729 ]",0.21048439,0.90063305,0.22162054,1.79529564,1.05077985,-0.05717265,-0.54523862,-2.23677351,0.13993035,-0.56226434,-1.05371076,0.49801359,-0.26436253,-0.22732019,-0.09981193,-0.6333729,0.6559390214610779,0.62584156
0M0ur2Qnx3sDt1xRuboJpQ,Holla,Holla,Cloonee,2021-07-09,178514,32,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,latin house,techno",Black Book Records,0.823,0.563,11.0,-7.509,0.0,0.191,0.168,0.00194,0.0821,0.699,130.003,4.0,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.7654404950198659,0.7580507
0qSF3ZOzrzyyDMzsVI0bk9,Horoscopes and Marijuana,Horoscopes and Marijuana,Ranger Trucco,2021-07-09,279069,23,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,bass house",Sink or Swim,0.8,0.902,1.0,-3.823,0.0,0.0916,0.01,0.918,0.0737,0.827,129.039,4.0,"['tech house', 'bass house']","[ 0.80283847  1.00024182  0.38550407  2.08050627  1.03551853  0.18344735
 -0.6569925  -2.24784195  0.1046039   0.34628088 -0.78363413 -0.09289871
 -0.6031015   0.22585907 -0.59424466  0.21215576]",0.80283847,1.00024182,0.38550407,2.08050627,1.03551853,0.18344735,-0.6569925,-2.24784195,0.1046039,0.34628088,-0.78363413,-0.09289871,-0.6031015,0.22585907,-0.59424466,0.21215576,0.9001673164143823,0.85344905
2DGZwPbTxiiWB8gESqpdpi,Into The Groove,Into The Groove,Tita Lau,2021-09-17,191457,31,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,Solotoko,0.806,0.919,8.0,-6.011,1.0,0.0556,0.0277,0.839,0.0714,0.523,125.994,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7639233118823965,0.77483815
1qgtL7ncs19knKrrPVnwNU,Jiggy - Radio Edi,Jiggy,Viot,2021-12-10,243750,24,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,G-Spot Records,0.797,0.63,11.0,-7.308,0.0,0.0474,0.0021,0.753,0.105,0.598,128.027,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7413512321820377,0.7579898
2daMIbksYa1978aIu3qipP,Let Me Show You,Let Me Show You,Biscits,2020-08-28,209658,18,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",Black Book Records,0.838,0.984,5.0,-4.671,1.0,0.225,0.458,0.112,0.267,0.718,124.967,4.0,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.69993683504092,0.7531966
1JfryJlUV7RuCdTOSSVbwN,LO*E DR*G,LO*E DR*G,PAX,2021-03-19,181417,26,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",Off The Key,0.864,0.974,9.0,-6.923,1.0,0.0702,0.0272,0.0476,0.064,0.326,126.992,4.0,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.8485286937097515,0.8018882
5QWU7uRGtKa9QAQW0Iubyt,Jack Endlessly,Endless Jack,Sidney Charles,2018-02-12,416807,17,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,techno",Truesoul,0.804,0.91,0.0,-6.325,1.0,0.0764,0.00762,0.579,0.152,0.459,125.997,4.0,"['tech house', 'house', 'techno']","[ 0.2584758   0.75303075  0.3751219   1.9052192   0.96638892 -0.03758453
 -0.41042576 -2.3424135   0.20513024 -0.37694701 -0.94746745  0.33219565
 -0.52267726 -0.16203091 -0.00631083 -0.23719742]",0.2584758,0.75303075,0.3751219,1.9052192,0.96638892,-0.03758453,-0.41042576,-2.3424135,0.20513024,-0.37694701,-0.94746745,0.33219565,-0.52267726,-0.16203091,-0.00631083,-0.23719742,0.8601722657232813,0.81413645
2GpJEGFtU36JV6KlqNf6o0,Turn Off The Lights - Cloonee Remix,Turn Off The Lights (Cloonee Remix),"Chris Lake,Alexis Roberts,Cloonee",2022-01-21,198754,42,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,bass house,latin house,techno",Black Book Records,0.9,0.406,11.0,-6.981,0.0,0.14,0.0549,0.0387,0.123,0.199,128.007,4.0,"['tech house', 'house', 'bass house', 'latin house', 'techno']","[ 0.59602141  0.72678651  0.26888222  1.96153769  0.91132041  0.05507956
 -0.6939179  -2.05834975  0.07837877 -0.06851756 -0.99288919  0.0786346
 -0.45594646 -0.00925583 -0.442424   -0.42199445]",0.59602141,0.72678651,0.26888222,1.96153769,0.91132041,0.05507956,-0.6939179,-2.05834975,0.07837877,-0.06851756,-0.99288919,0.0786346,-0.45594646,-0.00925583,-0.442424,-0.42199445,0.6490269043321243,0.6731684
2gmBxuAybQr7hEYkDXuyo6,What Ya Want,What Ya Want,Cloonee,2020-05-29,220967,30,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,latin house,techno",Black Book Records,0.805,0.677,5.0,-9.651,1.0,0.0539,0.0109,0.898,0.0744,0.654,126.015,4.0,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.8462133760088674,0.8414929
5ql2deM1GIt9YOFvFOkyLQ,FUNK 2000,FUNK 2000,AYYBO,2022-02-24,163902,34,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",4XLA,0.806,0.92,11.0,-3.948,0.0,0.0902,0.0343,0.543,0.0671,0.644,123.054,4.0,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.9188714987706281,0.85473305
0htfSPN3BMHHaJTrZ63YMM,Gucci Suit,Gucci Suit,Cloonee,2020-07-10,245714,33,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,latin house,techno",elrow Music,0.731,0.603,6.0,-10.01,1.0,0.0674,0.00705,0.189,0.0956,0.448,126.003,4.0,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.8030025488059678,0.7858264
